pincode,statename,district,latitude,longitude,track_count,max_wind,decay_score,track_norm,wind_norm,decay_norm,cyclone_score,risk_level,cyclone_explanation
110019,DELHI,SOUTH,28.54173615,77.2559167,41,25.0,0.5494452502757411,6.9727891156462585,16.666666666666668,10.61100490099141,11.28,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110020,DELHI,SOUTH,28.551707,77.2686667,42,25.0,0.5320089180179213,7.142857142857143,16.666666666666668,10.274270700540702,11.26,Very Low,"Minimal cyclone history within 200 km. Only 42 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110021,DELHI,NEW DELHI,28.5833476,77.16880555,41,25.0,0.1763183705884835,6.9727891156462585,16.666666666666668,3.405098312361957,9.47,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110022,DELHI,NEW DELHI,28.5618898,77.1728539,41,25.0,0.1958841648048777,6.9727891156462585,16.666666666666668,3.782957140366669,9.57,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110023,DELHI,NEW DELHI,28.575476,77.2051667,40,25.0,0.2283025695540317,6.802721088435374,16.666666666666668,4.409028348558864,9.66,Very Low,"Minimal cyclone history within 200 km. Only 40 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110024,DELHI,South East,28.56861115,77.2361545,40,25.0,0.3072847702574336,6.802721088435374,16.666666666666668,5.93434960365078,10.04,Very Low,"Minimal cyclone history within 200 km. Only 40 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110025,DELHI,South East,28.5613611,77.2787778,42,25.0,0.4749388309241218,7.142857142857143,16.666666666666668,9.172120898447766,10.98,Very Low,"Minimal cyclone history within 200 km. Only 42 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110026,DELHI,WEST,28.669625,77.13771120000001,39,25.0,0.128064571468944,6.63265306122449,16.666666666666668,2.473210560685281,9.1,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110027,DELHI,WEST,28.6427083,77.1178472,39,25.0,0.128358073640207,6.63265306122449,16.666666666666668,2.478878737771461,9.11,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110028,DELHI,NEW DELHI,28.6313205,77.13688435,39,25.0,0.1361983848449646,6.63265306122449,16.666666666666668,2.630292514807897,9.14,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110029,DELHI,SOUTH,28.56566975,77.20333794999999,40,25.0,0.2401825503995282,6.802721088435374,16.666666666666668,4.638457094938935,9.71,Very Low,"Minimal cyclone history within 200 km. Only 40 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110030,DELHI,SOUTH,28.5176111,77.17936109999998,41,25.0,0.2361282821649895,6.9727891156462585,16.666666666666668,4.560160194410568,9.76,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110031,DELHI,SHAHDARA,28.6626111,77.27419445,41,25.0,0.1653344032571188,6.9727891156462585,16.666666666666668,3.192973571767786,9.42,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110032,DELHI,SHAHDARA,28.6739166,77.2973611,41,25.0,0.1602727546551339,6.9727891156462585,16.666666666666668,3.0952219248187878,9.4,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110033,DELHI,NORTH,28.72744445,77.17415274999999,39,25.0,0.1239766240018258,6.63265306122449,16.666666666666668,2.39426323957036,9.08,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110034,DELHI,NORTH WEST,28.6972778,77.1366667,38,25.0,0.1236048261626926,6.462585034013605,16.666666666666668,2.3870829996988885,9.02,Very Low,"Minimal cyclone history within 200 km. Only 38 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110035,DELHI,NORTH WEST,28.68333735,77.1578611,39,25.0,0.1289260168395037,6.63265306122449,16.666666666666668,2.489846979044268,9.11,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110036,DELHI,NORTH,28.7978055,77.13,38,25.0,0.1240715483223141,6.462585034013605,16.666666666666668,2.396096438473108,9.02,Very Low,"Minimal cyclone history within 200 km. Only 38 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110037,DELHI,NEW DELHI,28.545674,77.1155277,41,25.0,0.1468167875187413,6.9727891156462585,16.666666666666668,2.835357392073832,9.33,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110038,DELHI,NEW DELHI,28.5190283,77.0958042,41,25.0,0.1362946669475912,6.9727891156462585,16.666666666666668,2.632151935491461,9.28,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110039,DELHI,NORTH,28.7996944,77.0380555,35,25.0,0.1312622707064031,5.9523809523809526,16.666666666666668,2.5349652164285903,8.85,Very Low,"Minimal cyclone history within 200 km. Only 35 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110040,DELHI,NORTH,28.8508055,77.0880555,35,25.0,0.1376116960067814,5.9523809523809526,16.666666666666668,2.6575866840761515,8.88,Very Low,"Minimal cyclone history within 200 km. Only 35 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110041,DELHI,WEST,28.673136,77.040683,39,25.0,0.1164324927671092,6.63265306122449,16.666666666666668,2.2485693538463027,9.05,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110042,DELHI,NORTH,28.7441111,77.145,39,25.0,0.1215987270970441,6.63265306122449,16.666666666666668,2.348340782877855,9.07,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110043,DELHI,WEST,28.605614,76.981441,39,25.0,0.108483614073328,6.63265306122449,16.666666666666668,2.095058898100677,9.01,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110044,DELHI,SOUTH,28.51,77.2891111,41,25.0,2.457746723148981,6.9727891156462585,16.666666666666668,47.46453356661377,20.49,Low,"Limited cyclone activity in the surrounding region. 41 track points within 200 km, with maximum recorded winds of 25 knots. Occasional exposure to weakening systems is possible."
110045,DELHI,SOUTH WEST,28.59417135,77.0906693,40,25.0,0.1278692029737592,6.802721088435374,16.666666666666668,2.469437562267577,9.17,Very Low,"Minimal cyclone history within 200 km. Only 40 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110046,DELHI,NEW DELHI,28.6110556,77.10586115,40,25.0,0.1306262262117316,6.802721088435374,16.666666666666668,2.5226817882857118,9.19,Very Low,"Minimal cyclone history within 200 km. Only 40 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110047,DELHI,SOUTH,28.46795,77.13576499999999,41,25.0,0.1617407932684192,6.9727891156462585,16.666666666666668,3.123573002405859,9.4,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110048,DELHI,SOUTH,28.5404722,77.2381389,41,25.0,0.4341690010385202,6.9727891156462585,16.666666666666668,8.384765170990663,10.72,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110049,DELHI,South East,28.55978505,77.2155797,40,25.0,0.2782750021647039,6.802721088435374,16.666666666666668,5.374106720025711,9.9,Very Low,"Minimal cyclone history within 200 km. Only 40 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110051,DELHI,EAST,28.6524915,77.2934424,41,25.0,0.1786633475174232,6.9727891156462585,16.666666666666668,3.450385011397399,9.49,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110052,DELHI,NORTH WEST,28.68641665,77.176625,39,25.0,0.1314073333375075,6.63265306122449,16.666666666666668,2.537766697174537,9.12,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110053,DELHI,NORTH EAST,28.6897222,77.2674028,40,25.0,0.1457980759262264,6.802721088435374,16.666666666666668,2.815683814596463,9.26,Very Low,"Minimal cyclone history within 200 km. Only 40 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110054,DELHI,CENTRAL,28.697557,77.2228611,39,25.0,0.1355087761844406,6.63265306122449,16.666666666666668,2.6169746439683315,9.14,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110055,DELHI,CENTRAL,28.6448889,77.2025278,41,25.0,0.1560631324317396,6.9727891156462585,16.666666666666668,3.013924794629125,9.38,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110056,DELHI,NORTH WEST,28.6827222,77.1111111,39,25.0,0.1224571413935218,6.63265306122449,16.666666666666668,2.364918664481954,9.08,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110057,DELHI,NEW DELHI,28.56294445,77.15758335,41,25.0,0.1772952316194278,6.9727891156462585,16.666666666666668,3.42396366278902,9.48,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110058,DELHI,WEST,28.6241111,77.091207,39,25.0,0.1243264634825502,6.63265306122449,16.666666666666668,2.40101941489932,9.09,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110059,DELHI,WEST,28.62429165,77.0516755,39,25.0,0.116677738747943,6.63265306122449,16.666666666666668,2.253305596999318,9.05,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110060,DELHI,CENTRAL,28.6367222,77.1831111,40,25.0,0.1524367649326552,6.802721088435374,16.666666666666668,2.943891605178002,9.29,Very Low,"Minimal cyclone history within 200 km. Only 40 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110061,DELHI,SOUTH WEST,28.536425,77.05081,40,25.0,0.1172613371606082,6.802721088435374,16.666666666666668,2.264576175121332,9.12,Very Low,"Minimal cyclone history within 200 km. Only 40 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110062,DELHI,SOUTH,28.51781945,77.2386111,41,25.0,0.5479329238139173,6.9727891156462585,16.666666666666668,10.581798526943665,11.27,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110063,DELHI,WEST,28.668712,77.1088056,39,25.0,0.1233185527591359,6.63265306122449,16.666666666666668,2.381554426130113,9.08,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110064,DELHI,WEST,28.62486,77.110868,39,25.0,0.1294121099944943,6.63265306122449,16.666666666666668,2.499234514649234,9.11,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110065,DELHI,South East,28.5593611,77.253601,41,25.0,0.4036903719763065,6.9727891156462585,16.666666666666668,7.796155328258663,10.57,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110066,DELHI,NEW DELHI,28.5662208,77.18249449999999,40,25.0,0.2050256796960459,6.802721088435374,16.666666666666668,3.95950004298343,9.54,Very Low,"Minimal cyclone history within 200 km. Only 40 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110067,DELHI,NEW DELHI,28.55075,77.1762222,41,25.0,0.2092319232700271,6.9727891156462585,16.666666666666668,4.040731923968622,9.63,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110068,DELHI,SOUTH,28.5012222,77.20030555,41,25.0,0.3054047354674427,6.9727891156462585,16.666666666666668,5.8980419672473055,10.1,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110069,DELHI,NEW DELHI,28.6225833,77.2127222,41,25.0,0.1780840721899628,6.9727891156462585,16.666666666666668,3.439197921627088,9.48,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110070,DELHI,NEW DELHI,28.52,77.152685,41,25.0,0.1872987265900165,6.9727891156462585,16.666666666666668,3.617153310177343,9.53,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110071,DELHI,SOUTH WEST,28.553743,76.996049,41,25.0,0.1073242096427605,6.9727891156462585,16.666666666666668,2.072668230261054,9.14,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110072,DELHI,SOUTH WEST,28.64425235,77.45851865,41,25.0,0.1939922676531315,6.9727891156462585,16.666666666666668,3.746420415480475,9.56,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110073,DELHI,SOUTH WEST,28.531999,76.936906,40,25.0,0.0995637260740898,6.802721088435374,16.666666666666668,1.9227961017097503,9.04,Very Low,"Minimal cyclone history within 200 km. Only 40 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110074,DELHI,SOUTH,28.5073055,77.1845555,41,25.0,0.252251058123234,6.9727891156462585,16.666666666666668,4.871526712957524,9.84,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110075,DELHI,SOUTH WEST,28.59377605,77.0455689,39,25.0,0.1157860004994881,6.63265306122449,16.666666666666668,2.236084156064108,9.05,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110076,DELHI,SOUTH,28.53,77.3,42,25.0,1.2167927373040095,7.142857142857143,16.666666666666668,23.498963167929777,14.57,Very Low,"Minimal cyclone history within 200 km. Only 42 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110077,DELHI,SOUTH WEST,28.571529,77.072276,40,25.0,0.1236074122547127,6.802721088435374,16.666666666666668,2.3871329428644468,9.15,Very Low,"Minimal cyclone history within 200 km. Only 40 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110078,DELHI,SOUTH WEST,28.6102222,77.0376667,39,25.0,0.114528401800941,6.63265306122449,16.666666666666668,2.2117971393921705,9.04,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110080,DELHI,SOUTH,28.5069028,77.24120835,41,25.0,0.6140038985177171,6.9727891156462585,16.666666666666668,11.857775407339773,11.59,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110081,DELHI,NORTH WEST,28.7349166,77.0055555,36,25.0,0.1215505170651222,6.122448979591836,16.666666666666668,2.347409740367716,8.87,Very Low,"Minimal cyclone history within 200 km. Only 36 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110082,DELHI,NORTH,28.7721666,77.119,39,25.0,0.1224963831994787,6.63265306122449,16.666666666666668,2.3656765106825053,9.08,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110083,DELHI,NORTH WEST,28.6937639,77.08891665,39,25.0,0.119889778314129,6.63265306122449,16.666666666666668,2.315337196256704,9.07,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110084,DELHI,CENTRAL,28.7572222,77.1977777,39,25.0,0.1223022430133743,6.63265306122449,16.666666666666668,2.361927233634064,9.08,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110085,DELHI,NORTH WEST,28.711856,77.1247385,38,25.0,0.1214254830478594,6.462585034013605,16.666666666666668,2.3449950565219644,9.0,Very Low,"Minimal cyclone history within 200 km. Only 38 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110086,DELHI,NORTH WEST,28.7016111,77.0797222,39,25.0,0.1193522138549801,6.63265306122449,16.666666666666668,2.3049556357504195,9.06,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110087,DELHI,WEST,28.679745,77.0881667,39,25.0,0.1201140868287944,6.63265306122449,16.666666666666668,2.3196690905578263,9.07,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110088,DELHI,NORTH,28.6933611,77.17138889999998,39,25.0,0.1290129663645353,6.63265306122449,16.666666666666668,2.491526166981165,9.11,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110089,DELHI,NORTH WEST,28.7348056,77.1325,39,25.0,0.12139657003886,6.63265306122449,16.666666666666668,2.3444366822707696,9.07,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110090,DELHI,NORTH EAST,28.69225,77.3042222,40,25.0,0.1485204317616158,6.802721088435374,16.666666666666668,2.868258536276307,9.27,Very Low,"Minimal cyclone history within 200 km. Only 40 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110091,DELHI,EAST,28.6138889,77.3003,42,25.0,0.2410502931547918,7.142857142857143,16.666666666666668,4.655215129746374,9.85,Very Low,"Minimal cyclone history within 200 km. Only 42 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110092,DELHI,EAST,28.6522222,77.3042222,41,25.0,0.1807470973599216,6.9727891156462585,16.666666666666668,3.490626836729576,9.5,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110093,DELHI,NORTH EAST,28.6987175,77.3046161,40,25.0,0.145049446865168,6.802721088435374,16.666666666666668,2.801226129081975,9.25,Very Low,"Minimal cyclone history within 200 km. Only 40 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110094,DELHI,NORTH EAST,28.69225,77.3042222,40,25.0,0.1485204317616158,6.802721088435374,16.666666666666668,2.868258536276307,9.27,Very Low,"Minimal cyclone history within 200 km. Only 40 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110095,DELHI,SHAHDARA,28.6800139,77.31649164999999,41,25.0,0.1578513778268271,6.9727891156462585,16.666666666666668,3.048459774487311,9.38,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110096,DELHI,EAST,28.61320445,77.32316610000001,42,25.0,0.2451756690383225,7.142857142857143,16.666666666666668,4.734885276492764,9.87,Very Low,"Minimal cyclone history within 200 km. Only 42 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110097,DELHI,SOUTH WEST,28.528884,77.086554,41,25.0,0.1313894379979878,6.9727891156462585,16.666666666666668,2.5374210985270764,9.26,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110099,DELHI,NORTH WEST,28.720596,77.080909,39,25.0,0.1199400208051859,6.63265306122449,16.666666666666668,2.3163074900549927,9.07,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110102,DELHI,NEW DELHI,28.6314278,77.205714,41,25.0,0.1666447680653785,6.9727891156462585,16.666666666666668,3.218279618904516,9.43,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110106,DELHI,NORTH,28.662289,77.235553,41,25.0,0.1560393324682668,6.9727891156462585,16.666666666666668,3.0134651646133466,9.38,Very Low,"Minimal cyclone history within 200 km. Only 41 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
110110,DELHI,NORTH WEST,28.71575,77.11,39,25.0,0.120899235898104,6.63265306122449,16.666666666666668,2.3348320583299063,9.07,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 25 knots. This area is largely sheltered from tropical cyclone paths."
